0,1,2
show me all flights out of boston on june twentieth that have business class," ""O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-class_type I-class_type"""," ""flight"""
show me prices of flights from baltimore to dallas," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
what ground transportation is available in charlotte," ""O O O O O O B-city_name"""," ""ground_service"""
a breakfast flight from denver to san francisco please," ""O B-meal_description O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O"""," ""flight"""
how many stops are on all flights from boston to san francisco that depart before 12 o'clock noon," ""O O B-flight_stop O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time"""," ""quantity"""
i would like a flight from atlanta to denver," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
are there any continental flights between dallas and boston," ""O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
while i 'm in pittsburgh what ground transportation is available," ""O O O O B-city_name O O O O O"""," ""ground_service"""
next sunday flights from miami to cleveland after 1200 hours," ""B-depart_date.date_relative B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
show me the flights from baltimore to dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what does fare code qx mean," ""O O O O B-fare_basis_code O"""," ""abbreviation"""
show me flights from miami to new york leaving on a sunday first class," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name B-class_type I-class_type"""," ""flight"""
i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available," ""O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O O O"""," ""flight"""
in atlanta i would like information on ground transportation," ""O B-city_name O O O O O O O"""," ""ground_service"""
okay all right do you have a flight on united airlines from atlanta to washington," ""O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please list the afternoon flights from charlotte to minneapolis," ""O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
coach class flights on twa from columbus to st. paul," ""B-class_type I-class_type O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
i want to fly from dallas to san francisco," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what is the latest flight leaving boston to denver," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
do you have a flight from boston to san francisco with a stopover in fort worth dallas," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name B-stoploc.city_name"""," ""flight"""
list all flights from baltimore to atlanta after noon thursday nonstop," ""O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time B-depart_date.day_name B-flight_stop"""," ""flight"""
show me all prices of first class from baltimore to dallas," ""O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
list all day time flights from pittsburgh to boston," ""O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all the lufthansa flights between philadelphia and denver," ""O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me round trip fares from baltimore to philadelphia," ""O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
i would like to fly from philadelphia to dallas," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please list for me the flights on united airlines between boston and denver," ""O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what are the flights from milwaukee to orlando on wednesday night," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
explain restriction ap80," ""O O B-restriction_code"""," ""abbreviation"""
what flights are between dfw and oakland," ""O O O O B-fromloc.airport_code O B-toloc.city_name"""," ""flight"""
i want a flight from houston to memphis on tuesday morning," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
what is the earliest flight arriving in charlotte from st. louis on friday," ""O O O B-flight_mod O O O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-arrive_date.day_name"""," ""flight"""
give me us air flights for next wednesday from cleveland to miami," ""O O B-airline_name I-airline_name O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me your flights from atlanta to denver on june fourth," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
i need information on ground transportation between airport and downtown in the city of boston," ""O O O O O O O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name"""," ""ground_service"""
show me all the prices of flights from baltimore to dallas," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
round trip fares from denver to philadelphia less than 1000 dollars," ""B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount"""," ""airfare"""
show me flights from baltimore to boston," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible," ""O O O O O O O B-airline_name I-airline_name O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O B-flight_mod O O O B-depart_time.period_of_day O O"""," ""flight"""
show me all flights from baltimore or denver or pittsburgh that fly to philadelphia," ""O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O O B-toloc.city_name"""," ""flight"""
does continental airlines fly from denver to san francisco," ""O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
which flights on united airlines and northwest go through denver," ""O O O B-airline_name I-airline_name O B-airline_name O O B-stoploc.city_name"""," ""flight"""
are there any thrift economy flights to san francisco from boston," ""O O O B-class_type B-economy O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name"""," ""flight"""
i 'd also like to see a list of the flights from pittsburgh to atlanta," ""O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon," ""O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time"""," ""aircraft"""
show me flights from dallas to baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
give me all flights from new york city to las vegas that arrive on a sunday," ""O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-arrive_date.day_name"""," ""flight"""
ground transportation dallas," ""O O B-city_name"""," ""ground_service"""
what are the evening flights flying out of dallas and going to san francisco on american airlines," ""O O O B-depart_time.period_of_day O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
what flights are there between nashville and st. louis which are nonstop and arrive after noon and before 8 pm," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-flight_stop O O B-arrive_time.time_relative B-arrive_time.time O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time"""," ""flight"""
what economy flights are available from dallas to baltimore on july twenty fifth 1991," ""O B-economy O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year"""," ""flight"""
list all daily flights between boston and oakland using american airlines," ""O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
what are the coach fares from la to charlotte monday morning," ""O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day"""," ""airfare"""
flights from baltimore to philadelphia please," ""O O B-fromloc.city_name O B-toloc.city_name O"""," ""flight"""
what types of aircraft can i get a first class ticket from philadelphia to dallas," ""O O O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name"""," ""aircraft"""
give me the flights from memphis tennessee to charlotte north carolina," ""O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name"""," ""flight"""
what is the price of a first class ticket from atlanta to san francisco," ""O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
show me all flights from boston to denver which arrive in denver wednesday before noon," ""O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time"""," ""flight"""
does continental fly from denver to san francisco," ""O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
list flights from denver to philadelphia," ""O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please give me the flight times i would like to fly from boston to baltimore in the morning before 8," ""O O O O B-flight_time I-flight_time O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time"""," ""flight_time"""
show me flights from pittsburgh to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the flights leaving saturday or sunday from milwaukee to phoenix," ""O O O O O B-depart_date.day_name B-or B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
cheapest round trip airfare from tacoma to orlando," ""B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
i need a flight on air canada from toronto to san diego with a layover in dc," ""O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.state_code"""," ""flight"""
list daily flights from denver to baltimore," ""O B-flight_days O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O O O O O"""," ""aircraft+flight+flight_no"""
which cities does united airlines service," ""O O O B-airline_name I-airline_name O"""," ""city"""
what flights are there from dallas to pittsburgh on monday morning," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
are there any flights from denver to atlanta with stops in pittsburgh," ""O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name"""," ""flight"""
what does iah mean," ""O O B-airport_code O"""," ""abbreviation"""
i would like to fly from pittsburgh to atlanta on us air at the latest time possible in the evening," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O B-flight_mod I-flight_mod I-flight_mod O O B-depart_time.period_of_day"""," ""flight"""
show me all flights from toronto," ""O O O O O B-fromloc.city_name"""," ""flight"""
i 'd like information on continental airlines flights from washington to philadelphia," ""O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
list daily flights from oakland to boston using delta airlines," ""O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O B-arrive_time.time_relative B-arrive_time.time"""," ""flight"""
what flights from pittsburgh to atlanta on wednesday morning serves breakfast," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-meal_description"""," ""flight"""
i want wednesday flights from atlanta to washington dc," ""O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code"""," ""flight"""
what cities does continental service," ""O O O B-airline_name O"""," ""city"""
list all american airlines flights from phoenix to milwaukee on wednesday," ""O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
what ground transportation is available in san francisco," ""O O O O O O B-city_name I-city_name"""," ""ground_service"""
does us air fly from washington dc to denver," ""O B-airline_name I-airline_name O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name"""," ""flight"""
list the flights from denver to san francisco after 2 pm on a monday," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_date.day_name"""," ""flight"""
show me all the flights on delta airlines and twa that go to atlanta in the morning," ""O O O O O O B-airline_name I-airline_name O B-airline_code O O O B-toloc.city_name O O B-depart_time.period_of_day"""," ""flight"""
i want to go from baltimore to san francisco with a stopover in denver," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name"""," ""flight"""
please give me the flights available from boston to pittsburgh on wednesday of next week," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O"""," ""flight"""
show me the flights from san francisco to dallas," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what ground transportation is available in baltimore," ""O O O O O O B-city_name"""," ""ground_service"""
round trip houston to las vegas nonstop," ""B-round_trip I-round_trip B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop"""," ""flight"""
show flights from denver into san francisco," ""O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what are the flights from boston to san francisco," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
sunday 's flights between tampa and charlotte," ""B-depart_date.day_name I-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me flights from baltimore to dallas," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what airlines fly from burbank to denver," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
list all flights from chicago to seattle on continental which depart on saturday and serve meals," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O O B-depart_date.day_name O O B-meal"""," ""flight"""
list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm," ""O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
how do you get from the airport to downtown dallas please," ""O O O O O O O O O B-toloc.city_name O"""," ""flight"""
please list the tuesday flights from atlanta to st. louis," ""O O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
i would like an early flight from la to charlotte monday morning," ""O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
saturday flights from las vegas to montreal," ""B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me boston ground transportation," ""O O B-city_name O O"""," ""ground_service"""
list all the flights from charlotte to atlanta that return around 7 pm," ""O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
show me first class round trip flights from new york to miami i want the cheapest first class fare please," ""O O B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-cost_relative B-class_type I-class_type O O"""," ""flight"""
please list the flights from pittsburgh to baltimore arriving may seventh," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number"""," ""flight"""
do the airlines still offer first class," ""O O O O O B-class_type I-class_type"""," ""airline"""
i need to know if there are any direct flights from st. petersburg florida to tacoma washington leaving preferably tomorrow morning," ""O O O O O O O O B-connect O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O O B-depart_date.today_relative B-depart_time.period_of_day"""," ""flight"""
how much is a us air boston to pittsburgh daily nonstop flight," ""O O O O B-airline_name I-airline_name B-fromloc.city_name O B-toloc.city_name B-flight_days B-flight_stop O"""," ""airfare"""
i 'd like to book a flight from columbus to nashville please," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O"""," ""flight"""
what flights from detroit to st. petersburg," ""O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what airlines fly from dallas to baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
what is the cost for these flights from baltimore to philadelphia," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
show me the flights on delta that go through atlanta," ""O O O O O B-airline_name O O O B-stoploc.city_name"""," ""flight"""
list the flights on sunday afternoon from oakland to dallas," ""O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the earliest nonstop flight from dallas to houston," ""O O O B-flight_mod B-flight_stop O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i want to travel from pittsburgh to oakland around midnight could you give me the flights," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.period_of_day O O O O O O"""," ""flight"""
show me the flights from boston to san francisco," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what are the cities that american airlines serves," ""O O O O O B-airline_name I-airline_name O"""," ""city"""
is there a late afternoon flight leaving washington for denver," ""O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i need one first class ticket from dallas fort worth to san francisco," ""O O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
show me all the direct flights from atlanta to baltimore," ""O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the monday flights from san francisco to pittsburgh," ""O O O B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please show me the return flights from miami to new york," ""O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
show me the cheapest flights from san francisco to philadelphia," ""O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the price of all flights from atlanta to washington dc," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code"""," ""airfare"""
give me flights from pittsburgh to baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
find travel arrangements for a round trip flight from baltimore to pittsburgh," ""O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning," ""O O O O O O O O O O B-airline_name I-airline_name O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O O O O O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day"""," ""aircraft"""
show me the flights from philadelphia to dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the earliest flight i can get from baltimore to boston," ""O O O B-flight_mod O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
flights to baltimore," ""O O B-toloc.city_name"""," ""flight"""
hi i need to go from cincinnati to san jose california after 6 pm on saturday," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name"""," ""flight"""
what is the flight number of the earliest flight between boston and washington dc," ""O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code"""," ""flight_no"""
are there any flights on us air from pittsburgh to atlanta on wednesday," ""O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
do you have ground transportation between airport and downtown in boston," ""O O O O O O O O O O B-toloc.city_name"""," ""ground_service"""
list all flights from baltimore to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
all northwest flights with stopovers in denver," ""O B-airline_name O O O O B-stoploc.city_name"""," ""flight"""
i 'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
are there wednesday morning flights between pittsburgh and boston," ""O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the round trip cost of a first class ticket from boston to san francisco," ""O O O B-round_trip I-round_trip O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
what 's the lowest round trip fare from dallas to any city," ""O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O O O"""," ""airfare"""
give me the flights from boston to san francisco leaving early today," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_mod B-depart_date.today_relative"""," ""flight"""
ground transportation in oakland," ""O O O B-city_name"""," ""ground_service"""
please list pm flights from boston pittsburgh," ""O O B-depart_time.period_of_day O O B-fromloc.city_name B-fromloc.city_name"""," ""flight"""
show me all flights from philadelphia to san francisco with one stop in dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name"""," ""flight"""
what evening flights do you have available from baltimore to philadelphia," ""O B-depart_time.period_of_day O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me flights from los angeles to pittsburgh for tuesday," ""O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
what is the cheapest one way fare from any city to another," ""O O O B-cost_relative B-round_trip I-round_trip O O O O O O"""," ""airfare"""
i 'd like to find a flight from charlotte to las vegas and make a stop in st. louis," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name"""," ""flight"""
i live in denver and i 'd like to make a trip to pittsburgh," ""O O O B-fromloc.city_name O O O O O O O O O B-toloc.city_name"""," ""flight"""
list all flights from baltimore to atlanta after 12 noon thursday," ""O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name"""," ""flight"""
show me the cheapest one way flight from san francisco to boston leaving san francisco after 9 pm," ""O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
give me all flights from boston to philadelphia next week arriving after lunch," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative O O B-arrive_time.time_relative B-meal_description"""," ""flight"""
what are all flights from denver to philadelphia on saturday," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
flight information on january twenty third from denver to san francisco," ""O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
i 'd like to find the cheapest one way fare from baltimore to denver," ""O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
i need a flight on sunday from long beach to columbus," ""O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what are the fares for flights from charlotte to newark on tuesday and wednesday," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name"""," ""airfare"""
show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am," ""O O O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-depart_time.time I-depart_time.time"""," ""flight"""
find me a flight from atlanta to baltimore," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what are the flights and fares from atlanta to philadelphia," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight+airfare"""
i would like an early morning nonstop flight from new york to las vegas on february twenty eighth," ""O O O O B-depart_time.period_of_day B-depart_time.period_of_day B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number"""," ""flight"""
describe fare code qx," ""O O O B-fare_basis_code"""," ""abbreviation"""
what is the earliest flight on friday from washington to san francisco," ""O O O B-flight_mod O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
american flights from chicago to los angeles morning," ""B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.period_of_day"""," ""flight"""
show all flights from pittsburgh to oakland," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
list all flights from chicago to seattle on continental airlines which depart on saturday before noon and include a meal," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time O O O B-meal"""," ""flight"""
i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first," ""O O O O B-flight_mod O O B-toloc.city_name O B-fromloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
please give me ground transportation information for denver," ""O O O O O O O B-city_name"""," ""ground_service"""
show me the united flights from bwi to denver," ""O O O B-airline_name O O B-fromloc.airport_code O B-toloc.city_name"""," ""flight"""
what are the flights from chicago to indianapolis," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the fare for us flight 3357 from philadelphia to baltimore," ""O O O O O B-airline_code O B-flight_number O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
first class price san francisco pittsburgh round trip," ""B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name B-fromloc.city_name B-round_trip I-round_trip"""," ""airfare"""
what flights are there from minneapolis to chicago," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
all right now i need a flight from seattle to san diego," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what is your last trip on august twenty seventh from washington to boston," ""O O O B-flight_mod O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i want to depart washington april twentieth to atlanta least expensive fare," ""O O O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number O B-toloc.city_name B-cost_relative I-cost_relative O"""," ""flight"""
show me the first class fares from baltimore to dallas," ""O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
i 'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what 's available," ""O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O B-flight_mod O O O O O"""," ""flight"""
i need to make a trip starting in boston going to dallas denver oakland and back to boston," ""O O O O O O O O B-fromloc.city_name O O B-toloc.city_name B-toloc.city_name B-toloc.city_name O O O B-toloc.city_name"""," ""flight"""
what flights are available from boston to denver on wednesday in early morning," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_time.period_of_day B-depart_time.period_of_day"""," ""flight"""
i want to make a round trip flight from washington to san francisco and return," ""O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O"""," ""flight"""
